id_estudiante,programa,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,solemne_1,solemne_2,solemne_3,solemne_4
439,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,5.0,1.0,1.0,1.0
440,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44, 28]",-1,-1,6.6,7.0,6.8,6.8
441,INGENIERIA CIVIL INDUSTRIAL,16,15,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,6.0,4.0,5.7,5.2
442,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 32, 35]","[6, 1, 44, 37]",-1,-1,6.6,6.4,7.0,6.7
443,INGENIERIA CIVIL INFORMATICA,26,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,4.6,6.0,6.4,6.3
444,INGENIERIA EN COMPUTACION E INFORMATICA,22,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28, 12, 38, 8]",-1,-1,7.0,6.0,5.5,6.2
445,INGENIERIA CIVIL INFORMATICA,26,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,6.5,5.6,6.4,6.2
446,INGENIERIA EN COMPUTACION E INFORMATICA,7,32,-1,-1,-1,-1,4.2,1.0,1.0,4.2
447,INGENIERIA CIVIL INDUSTRIAL,12,19,"[25, 17, 4, 26, 22]","[6, 1, 44, 11, 37, 28, 12]",-1,-1,5.9,4.6,4.6,5.9
448,INGENIERIA CIVIL INDUSTRIAL,13,26,"[25, 17, 4, 26, 29, 23, 0, 22, 10]","[1, 44, 28]",-1,-1,5.8,5.2,4.8,5.3
449,INGENIERIA EN COMPUTACION E INFORMATICA,17,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]","[44, 37]",-1,-1,6.7,6.1,5.7,6.2
450,INGENIERIA EN COMPUTACION E INFORMATICA,6,33,"[25, 17, 26, 29, 0, 10]",-1,-1,-1,6.0,6.4,3.1,5.2
451,INGENIERIA CIVIL INDUSTRIAL,9,22,"[25, 17, 4, 26, 29, 22, 10, 3, 42]",-1,-1,-1,6.9,6.2,6.8,6.6
452,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 0, 22, 10, 35]","[6, 1, 44]",-1,-1,3.2,5.0,5.5,4.6
453,INGENIERIA EN COMPUTACION E INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13]","[6, 1, 44, 37]",-1,-1,7.0,6.8,6.4,6.7
454,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 23, 0, 22, 10, 3, 32, 35]","[6, 1, 44, 38]",-1,-1,6.4,4.9,4.6,5.3
455,INGENIERIA CIVIL INFORMATICA,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 9]",-1,-1,7.0,4.9,6.0,6.0
456,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]","[6, 44]",-1,-1,6.8,5.9,6.8,6.5
457,INGENIERIA EN COMPUTACION E INFORMATICA,24,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 38, 48, 9, 2]",-1,-1,5.4,6.0,6.4,5.6
458,INGENIERIA CIVIL INFORMATICA,19,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 44, 11, 37, 28, 12, 38, 8]",-1,-1,7.0,6.2,6.4,6.5
459,INGENIERIA EN COMPUTACION E INFORMATICA,4,27,-1,"[6, 1, 44, 28]",-1,-1,3.6,2.4,5.0,3.7
460,INGENIERIA CIVIL INDUSTRIAL,13,26,"[25, 17, 4, 23, 22, 10, 3, 7]","[6, 1, 44, 37, 28]",-1,-1,6.3,5.5,5.1,5.6
461,INGENIERIA EN COMPUTACION E INFORMATICA,20,11,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]","[6, 1, 44, 37, 28]",-1,-1,6.1,6.0,5.7,5.9
462,INGENIERIA EN COMPUTACION E INFORMATICA,27,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 8, 9]",-1,-1,6.6,6.1,6.2,6.3
463,INGENIERIA EN COMPUTACION E INFORMATICA,27,12,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 37, 38]",-1,-1,5.5,5.8,5.8,5.7
464,INGENIERIA CIVIL INFORMATICA,34,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 8, 9, 2]",-1,-1,6.8,5.7,6.8,6.4
465,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13]","[1, 44]",-1,-1,4.0,4.8,4.8,4.0
466,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28, 12, 21]",-1,-1,6.8,7.0,7.0,6.9
467,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
468,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
469,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
470,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
471,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
472,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
473,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
474,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
475,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
476,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
477,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
478,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
479,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
480,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
481,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
482,INGENIERIA CIVIL INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
483,INGENIERIA EN COMPUTACION E INFORMATICA,0,31,-1,-1,-1,-1,1.0,1.0,1.0,1.0
484,INGENIERIA CIVIL INDUSTRIAL,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
485,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
486,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
487,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
488,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
489,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
490,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
491,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
492,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
493,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
494,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
495,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
496,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
497,INGENIERIA CIVIL INDUSTRIAL,2,29,"[25, 17]",-1,-1,-1,1.0,1.0,1.0,1.0
498,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 0, 3, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
499,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32, 13]",-1,-1,-1,1.0,1.0,1.0,1.0
500,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
501,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
502,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
503,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
504,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
505,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
506,INGENIERIA INDUSTRIAL,17,30,"[25, 25, 17, 17, 4, 4, 26, 26, 29, 29, 23, 0, 22, 10, 32, 13, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
507,INGENIERIA CIVIL INFORMATICA,6,10,"[25, 17, 4, 26, 22, 10]",-1,-1,-1,1.0,1.0,1.0,1.0
508,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
509,INGENIERIA EN COMPUTACION E INFORMATICA,2,14,"[25, 17]",-1,-1,-1,1.0,1.0,1.0,1.0
510,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
511,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 7, 32, 13]",-1,-1,-1,1.0,1.0,1.0,1.0
512,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
513,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 23, 0, 22, 10, 32, 13, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
514,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
515,INGENIERIA CIVIL INDUSTRIAL,2,14,"[25, 17]",-1,-1,-1,1.0,1.0,1.0,1.0
516,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
517,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 0, 22, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
518,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
519,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
520,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 26, 23, 0, 22, 3, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
521,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
522,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,1.0,1.0,1.0,1.0
523,INGENIERIA CIVIL INDUSTRIAL,7,24,"[17, 4, 29, 23, 0, 22, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
524,INGENIERIA CIVIL INFORMATICA,1,31,[25],-1,-1,-1,1.0,1.0,1.0,1.0
525,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 0, 10, 42]",-1,-1,-1,1.0,1.0,1.0,1.0
526,INGENIERIA CIVIL INFORMATICA,7,9,"[25, 17, 4, 26, 22, 10, 7]",-1,-1,-1,1.0,1.0,1.0,1.0
527,INGENIERIA EN COMPUTACION E INFORMATICA,17,14,"[25, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 44, 37, 28]",-1,-1,1.0,0.0,1.0,1.0
528,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 4, 26, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
529,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 0, 3, 42, 7]",-1,-1,-1,1.0,1.0,1.0,1.0
530,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
531,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
532,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
533,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
534,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
535,INGENIERIA CIVIL INFORMATICA,4,27,"[25, 17]","[6, 44]",-1,-1,1.0,0.0,1.0,1.0
536,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 23, 22, 42]",-1,-1,-1,1.0,1.0,1.0,1.0
537,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
538,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 0, 22, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
539,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 22, 10, 32, 13]",-1,-1,-1,1.0,1.0,1.0,1.0
540,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
541,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
542,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 13, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
543,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 22, 10, 3, 42, 7, 32, 13, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
544,INGENIERIA CIVIL INDUSTRIAL,8,23,"[17, 4, 26, 23, 0, 22, 3, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
545,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
546,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 23, 0, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
547,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,1.0,1.0,1.0,1.0
548,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
549,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
550,INGENIERIA CIVIL INFORMATICA,4,12,"[25, 17, 4, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
551,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
552,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 22, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
553,INGENIERIA EN COMPUTACION E INFORMATICA,2,14,"[23, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
554,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
555,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
556,INGENIERIA CIVIL INDUSTRIAL,8,8,"[17, 4, 29, 23, 0, 22, 32, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
557,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
558,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
559,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,1.0,1.0,1.0,1.0
560,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
561,INGENIERIA CIVIL INDUSTRIAL,5,11,"[17, 4, 23, 3, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
562,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 10, 3, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
563,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
564,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 23, 22, 10, 32, 13, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
565,INGENIERIA EN COMPUTACION E INFORMATICA,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,1.0,1.0,1.0,1.0
566,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
567,INGENIERIA EN COMPUTACION E INFORMATICA,5,11,"[25, 17, 4, 26, 29]",-1,-1,-1,1.0,1.0,1.0,1.0
568,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 26, 23, 0, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
569,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
570,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 23, 22, 42]",-1,-1,-1,1.0,1.0,1.0,1.0
571,INGENIERIA CIVIL INDUSTRIAL,2,14,"[17, 4]",-1,-1,-1,1.0,1.0,1.0,1.0
572,INGENIERIA CIVIL INDUSTRIAL,7,9,"[17, 26, 29, 22, 10, 7, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
573,INGENIERIA EN COMPUTACION E INFORMATICA,8,23,"[25, 17, 4, 26, 29, 23, 0, 10]",-1,-1,-1,1.0,1.0,1.0,1.0
574,INGENIERIA CIVIL INDUSTRIAL,8,23,"[17, 4, 29, 23, 0, 22, 32, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
575,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,1.0,1.0,1.0,1.0
576,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
577,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
578,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
579,INGENIERIA CIVIL INDUSTRIAL,8,23,"[17, 4, 29, 23, 0, 22, 32, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
580,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
581,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 29]",-1,-1,-1,1.0,1.0,1.0,1.0
582,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
583,INGENIERIA CIVIL INDUSTRIAL,7,9,"[17, 4, 29, 23, 0, 22, 18]",-1,-1,-1,1.0,1.0,1.0,1.0
584,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 7]",-1,-1,-1,1.0,1.0,1.0,1.0
585,INGENIERIA INDUSTRIAL,4,12,"[25, 17, 4, 26]",-1,-1,-1,1.0,1.0,1.0,1.0
586,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
587,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.0,1.0,1.0,1.0
588,INGENIERIA CIVIL INDUSTRIAL,8,23,"[25, 17, 4, 26, 23, 0, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
589,INGENIERIA EN COMPUTACION E INFORMATICA,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
590,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
591,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 22, 10, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
592,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 32, 13]",-1,-1,-1,1.0,1.0,1.0,1.0
593,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 22, 3]",-1,-1,-1,1.0,1.0,1.0,1.0
594,INGENIERIA CIVIL INFORMATICA,6,25,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,1.0,1.0,1.0,1.0
595,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,1.0,1.0,1.0,1.0
596,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,1.0,1.0,1.0,1.0
597,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,1.0,1.0,1.0,1.0
598,INGENIERIA INDUSTRIAL,4,27,"[25, 17, 26, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
599,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
600,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
602,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
603,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
604,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
605,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 22, 32]",-1,-1,-1,1.0,1.0,1.0,1.0
606,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
607,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
608,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,1.0,1.0,1.0,1.0
609,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 26, 29, 23, 32, 13]",-1,-1,-1,1.0,1.0,1.0,1.0
610,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
611,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
612,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
613,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
614,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.0,1.0,1.0,1.0
615,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.1,1.0,1.0,1.0
616,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.1,1.0,1.0,1.0
617,INGENIERIA INDUSTRIAL,11,5,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,1.1,1.0,1.0,1.0
618,INGENIERIA INDUSTRIAL,0,16,-1,-1,-1,-1,1.1,1.0,1.0,1.0
619,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.2,1.0,1.0,1.0
620,INGENIERIA EN COMPUTACION E INFORMATICA,0,31,-1,-1,-1,-1,1.3,1.0,1.0,1.0
621,INGENIERIA CIVIL INFORMATICA,1,30,[17],-1,-1,-1,1.4,1.0,1.0,1.0
622,INGENIERIA EN COMPUTACION E INFORMATICA,2,29,"[25, 4]",-1,-1,-1,1.5,1.0,1.0,1.0
623,INGENIERIA INDUSTRIAL,6,41,"[25, 17, 17, 4]","[6, 44]",-1,-1,1.5,0.0,1.0,1.0
624,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 29, 23, 0, 22]",-1,-1,-1,1.6,1.0,1.0,1.0
625,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,1.6,1.0,1.0,1.0
626,INGENIERIA CIVIL INDUSTRIAL,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 18, 35]",-1,-1,-1,1.6,1.0,1.0,1.0
