rut,programa,hito1,hito2,hito3,hito4,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,sol1,sol2,sol3,sol4
1030,INGENIERIA CIVIL INFORMATICA,31,0,0,0,15,1,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,,,,4.7,,,
1031,INGENIERIA CIVIL INFORMATICA,24,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:42:32:18,,,,4.7,,,
1033,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,7,9,:25:17:4:26:29:22:10,,,,4.7,,,
1034,INGENIERIA EN COMPUTACION E INFORMATICA,13,0,0,0,8,8,:25:17:4:26:29:23:22:10,,,,4.7,,,
1035,INGENIERIA INDUSTRIAL,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.7,,,
1036,INGENIERIA EN COMPUTACION E INFORMATICA,27,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,4.7,,,
1039,INGENIERIA EN COMPUTACION E INFORMATICA,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,4.8,,,
1041,INGENIERIA CIVIL INDUSTRIAL,14,0,0,0,8,23,:25:17:4:26:29:23:0:22,,,,4.8,,,
1042,INGENIERIA INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,4.8,,,
1043,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,11,5,:25:17:4:29:23:0:10:42:32:13:35,,,,4.8,,,
1044,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,11,:25:17:4:0:3,,,,4.8,,,
1045,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,26,:25:17:4:26:29,,,,4.8,,,
1046,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,10,21,:25:17:4:26:29:23:0:22:3:18,,,,4.8,,,
1047,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,10,6,:25:17:4:26:29:23:0:22:3:18,,,,4.8,,,
1048,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,7,9,:25:17:4:26:29:22:10,,,,4.8,,,
1049,INGENIERIA INDUSTRIAL,23,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:3:42:35,,,,4.8,,,
1050,INGENIERIA EN COMPUTACION E INFORMATICA,5,0,0,0,4,12,:25:17:4:26,,,,4.8,,,
1051,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,22,:25:17:4:26:29:23:0:22:10,,,,4.8,,,
1052,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:22:10:32:18,,,,4.8,,,
1053,INGENIERIA EN COMPUTACION E INFORMATICA,19,0,0,0,9,7,:25:17:23:0:10:32:13:18:35,,,,4.8,,,
1054,INGENIERIA CIVIL INFORMATICA,19,0,0,0,10,6,:25:17:4:0:22:10:3:32:13:35,,,,4.8,,,
1055,INGENIERIA CIVIL INDUSTRIAL,4,0,0,0,3,13,:17:4:26,,,,4.9,,,
1056,INGENIERIA CIVIL INDUSTRIAL,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.9,,,
1057,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,4.9,,,
1058,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,4.9,,,
1059,INGENIERIA CIVIL INDUSTRIAL,22,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:18,,,,4.9,,,
1060,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,4.9,,,
1061,INGENIERIA CIVIL INDUSTRIAL,9,0,0,0,6,10,:25:17:4:26:29:22,,,,4.9,,,
1062,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.9,,,
1063,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,6,10,:25:17:4:26:29:23,,,,4.9,,,
1064,INGENIERIA CIVIL INFORMATICA,17,0,0,0,10,21,:25:17:4:26:29:23:22:10:3:32,,,,4.9,,,
1065,INGENIERIA CIVIL INFORMATICA,16,0,0,0,9,7,:25:17:4:26:29:23:0:10:42,,,,4.9,,,
1067,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,4.9,,,
1068,INGENIERIA CIVIL INFORMATICA,17,0,0,0,10,21,:25:17:4:29:0:22:10:3:18:35,,,,4.9,,,
1069,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,22,:25:17:4:26:29:23:0:22:10,,,,5.0,,,
1070,INGENIERIA CIVIL INDUSTRIAL,25,0,0,0,13,3,:25:17:4:26:29:23:0:22:3:42:7:18:35,,,,5.0,,,
1071,INGENIERIA CIVIL INDUSTRIAL,4,0,0,0,3,28,:25:17:22,,,,5.0,,,
1072,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.0,,,
1073,INGENIERIA INDUSTRIAL,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18,,,,5.0,,,
1074,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.0,,,
1075,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.0,,,
1076,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,10,6,:25:17:4:26:23:0:22:3:42:7,,,,5.0,,,
1078,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.0,,,
1079,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.0,,,
1080,INGENIERIA CIVIL INFORMATICA,15,0,0,0,8,23,:25:17:4:23:0:3:42:32,,,,5.0,,,
1081,INGENIERIA EN COMPUTACION E INFORMATICA,10,0,0,0,6,10,:25:17:4:26:29:23,,,,5.0,,,
1083,INGENIERIA CIVIL INFORMATICA,31,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,,,,5.0,,,
1085,INGENIERIA CIVIL INDUSTRIAL,23,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:7:32:18:35,,,,5.1,,,
1086,INGENIERIA CIVIL INDUSTRIAL,14,0,0,0,8,8,:25:17:4:26:29:23:0:22,,,,5.1,,,
1088,INGENIERIA CIVIL INDUSTRIAL,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,5.1,,,
1089,INGENIERIA EN COMPUTACION E INFORMATICA,25,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:42:18:35,,,,5.1,,,
1090,INGENIERIA EN COMPUTACION E INFORMATICA,25,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:3:42:18:35,,,,5.1,,,
1091,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,21,:25:17:4:26:29:23:0:22:10:3,,,,5.1,,,
1092,INGENIERIA CIVIL INFORMATICA,14,0,0,0,8,8,:25:17:26:23:0:22:10:3,,,,5.1,,,
1093,INGENIERIA INDUSTRIAL,13,0,0,0,6,10,:25:10:3:42:32:13,,,,5.1,,,
1094,INGENIERIA EN COMPUTACION E INFORMATICA,10,0,0,0,6,10,:25:17:4:26:29:23,,,,5.1,,,
1096,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,12,4,:25:17:4:29:23:0:22:10:3:42:18:35,,,,5.1,,,
1097,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.2,,,
1098,INGENIERIA EN COMPUTACION E INFORMATICA,21,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:7,,,,5.2,,,
1099,INGENIERIA EN COMPUTACION E INFORMATICA,28,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,,,,5.2,,,
1100,INGENIERIA CIVIL INDUSTRIAL,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:3,,,,5.2,,,
1101,INGENIERIA CIVIL INFORMATICA,25,0,0,0,13,3,:25:17:4:26:29:23:0:22:3:7:32:13:18,,,,5.2,,,
1102,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.2,,,
1103,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,8,8,:25:17:4:26:29:23:0:10,,,,5.2,,,
1104,INGENIERIA CIVIL INFORMATICA,22,0,0,0,12,4,:25:17:4:29:23:0:10:42:7:32:18:35,,,,5.2,,,
1105,INGENIERIA EN COMPUTACION E INFORMATICA,16,0,0,0,8,23,:25:17:4:22:3:32:13:35,,,,5.2,,,
1106,INGENIERIA CIVIL INFORMATICA,14,0,0,0,8,8,:25:17:4:26:29:23:0:22,,,,5.2,,,
1107,INGENIERIA EN COMPUTACION E INFORMATICA,24,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:7:32:13:18,,,,5.2,,,
1108,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.2,,,
1109,INGENIERIA CIVIL INFORMATICA,12,0,0,0,8,8,:25:17:4:26:29:0:22:10,,,,5.2,,,
1110,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.2,,,
1111,INGENIERIA CIVIL INFORMATICA,26,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:42:32:13:18,,,,5.2,,,
1112,INGENIERIA EN COMPUTACION E INFORMATICA,22,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:18,,,,5.2,,,
1113,INGENIERIA CIVIL INFORMATICA,10,0,0,0,6,10,:25:17:4:26:29:23,,,,5.2,,,
1114,INGENIERIA CIVIL INFORMATICA,16,0,0,0,8,23,:17:4:26:29:23:3:42:32,,,,5.2,,,
1115,INGENIERIA CIVIL INDUSTRIAL,11,0,0,0,7,9,:25:17:4:26:0:22:3,,,,5.2,,,
1116,INGENIERIA CIVIL INFORMATICA,19,0,0,0,11,5,:25:17:4:29:23:0:22:10:42:7:32,,,,5.2,,,
1119,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:3:42:35,,,,5.3,,,
1120,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,26,:25:17:4:26:29,,,,5.3,,,
1121,INGENIERIA EN COMPUTACION E INFORMATICA,24,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:7:32:13:18,,,,5.3,,,
1122,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.3,,,
1123,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,6,10,:25:17:4:26:23:22,,,,5.3,,,
1124,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.3,,,
1125,INGENIERIA EN COMPUTACION E INFORMATICA,27,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,5.3,,,
1126,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.3,,,
1127,INGENIERIA EN COMPUTACION E INFORMATICA,21,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:7,,,,5.4,,,
1130,INGENIERIA CIVIL INDUSTRIAL,29,0,0,0,15,1,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,5.4,,,
1131,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:3,,,,5.4,,,
1133,INGENIERIA EN COMPUTACION E INFORMATICA,10,0,0,0,7,24,:25:17:4:26:29:22:10,,,,5.4,,,
1134,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.4,,,
1135,INGENIERIA CIVIL INFORMATICA,28,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,,,,5.4,,,
1136,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,8,8,:25:17:4:26:29:23:3:42,,,,5.4,,,
1137,INGENIERIA EN COMPUTACION E INFORMATICA,22,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:32,,,,5.4,,,
1138,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.4,,,
1139,INGENIERIA CIVIL INFORMATICA,30,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:35,,,,5.4,,,
1140,INGENIERIA CIVIL INDUSTRIAL,14,0,0,0,8,8,:25:17:4:26:29:23:0:3,,,,5.4,,,
1141,INGENIERIA EN COMPUTACION E INFORMATICA,28,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:3:42:7:13:35,,,,5.4,,,
1142,INGENIERIA CIVIL INDUSTRIAL,11,0,0,0,6,10,:25:4:26:23:10:35,,,,5.5,,,
1144,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,5.5,,,
1145,INGENIERIA CIVIL INFORMATICA,30,0,0,0,15,1,:25:17:4:26:29:23:0:22:10:3:42:7:13:18:35,,,,5.5,,,
1146,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.5,,,
1148,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.5,,,
1149,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.5,,,
1150,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.5,,,
1151,INGENIERIA CIVIL INFORMATICA,28,0,0,0,14,2,:25:17:4:26:23:0:22:10:42:7:32:13:18:35,,,,5.5,,,
1153,INGENIERIA INDUSTRIAL,16,0,0,0,9,7,:25:17:4:22:10:3:42:18:35,,,,5.6,,,
1154,INGENIERIA EN COMPUTACION E INFORMATICA,22,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:42:32:18,,,,5.6,,,
1155,INGENIERIA INDUSTRIAL,22,0,0,0,11,20,:25:17:4:26:29:23:0:22:3:32:13,,,,5.6,,,
1156,INGENIERIA INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.6,,,
1157,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.6,,,
1158,INGENIERIA EN COMPUTACION E INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,5.6,,,
1159,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.6,,,
1160,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:18,,,,5.6,,,
1161,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.6,,,
1162,INGENIERIA INDUSTRIAL,28,0,0,0,13,3,:25:17:4:26:29:23:0:22:3:42:32:13:35,,,,5.6,,,
1163,INGENIERIA EN COMPUTACION E INFORMATICA,7,0,0,0,5,11,:25:17:4:26:29,,,,5.6,,,
1164,INGENIERIA CIVIL INFORMATICA,14,0,0,0,8,8,:25:17:29:23:0:22:10:3,,,,5.6,,,
1165,INGENIERIA CIVIL INFORMATICA,24,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:42:7:35,,,,5.6,,,
1166,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:35,,,,5.7,,,
1167,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,12,4,:25:17:4:26:29:23:0:10:3:42:18:35,,,,5.7,,,
1168,INGENIERIA CIVIL INFORMATICA,8,0,0,0,5,11,:25:17:29:0:22,,,,5.7,,,
1169,INGENIERIA CIVIL INFORMATICA,21,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:7,,,,5.7,,,
1170,INGENIERIA EN COMPUTACION E INFORMATICA,22,0,0,0,10,6,:25:17:4:26:23:0:22:42:13:35,,,,5.7,,,
1171,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.7,,,
1172,INGENIERIA EN COMPUTACION E INFORMATICA,9,0,0,0,6,10,:17:4:26:22:10:3,,,,5.8,,,
1174,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.8,,,
1175,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,22,:25:17:4:26:29:23:0:22:10,,,,5.8,,,
1176,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.8,,,
1177,INGENIERIA CIVIL INDUSTRIAL,5,0,0,0,4,12,:25:17:4:29,,,,5.8,,,
1179,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.8,,,
1180,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1181,INGENIERIA EN COMPUTACION E INFORMATICA,19,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:18,,,,5.8,,,
1182,INGENIERIA INDUSTRIAL,16,0,0,0,9,22,:25:17:4:26:29:0:22:3:35,,,,5.8,,,
1183,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.8,,,
1184,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1185,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1186,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,21,:25:17:4:26:29:23:0:22:10:18,,,,5.8,,,
1187,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,8,8,:25:17:4:26:29:0:22:10,,,,5.8,,,
1188,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1189,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,12,4,:25:17:4:26:29:23:0:22:3:32:18:35,,,,5.8,,,
1190,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,8,8,:25:17:4:26:29:23:22:35,,,,5.8,,,
1191,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1192,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,5.8,,,
1193,INGENIERIA INDUSTRIAL,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.9,,,
1194,INGENIERIA INDUSTRIAL,21,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:7:18:35,,,,5.9,,,
1195,INGENIERIA INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,5.9,,,
1196,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:7:32,,,,5.9,,,
1197,INGENIERIA CIVIL INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,5.9,,,
1198,INGENIERIA CIVIL INFORMATICA,32,14,0,0,21,10,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:12,,,5.9,,,
1199,INGENIERIA INDUSTRIAL,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:18,,,,5.9,,,
1200,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,6,10,:25:4:29:22:3:18,,,,5.9,,,
1201,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,11,:25:17:4:26:29,,,,6.0,,,
1202,INGENIERIA CIVIL INDUSTRIAL,9,0,0,0,6,10,:25:17:4:26:29:22,,,,6.0,,,
1203,INGENIERIA CIVIL INFORMATICA,8,0,0,0,5,11,:25:17:26:29:22,,,,6.0,,,
1204,INGENIERIA CIVIL INDUSTRIAL,8,0,0,0,6,10,:25:17:4:26:22:10,,,,6.0,,,
1205,INGENIERIA CIVIL INFORMATICA,22,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:7:32:13,,,,6.0,,,
1206,INGENIERIA CIVIL INDUSTRIAL,22,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:18,,,,6.0,,,
1207,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.0,,,
1208,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.0,,,
1209,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.0,,,
1210,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.0,,,
1211,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.0,,,
1212,INGENIERIA INDUSTRIAL,27,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:3:42:7:32:13,,,,6.0,,,
1213,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.1,,,
1214,INGENIERIA CIVIL INFORMATICA,29,0,0,0,15,16,:25:17:4:26:29:0:22:10:3:42:7:32:13:18:35,,,,6.1,,,
1216,INGENIERIA CIVIL INFORMATICA,26,0,0,0,13,3,:25:17:4:29:23:0:22:10:3:42:32:13:18,,,,6.1,,,
1218,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.1,,,
1219,INGENIERIA CIVIL INDUSTRIAL,5,0,0,0,4,27,:25:17:4:26,,,,6.2,,,
1220,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,22,:25:17:4:26:29:23:0:22:10,,,,6.2,,,
1221,INGENIERIA INDUSTRIAL,20,0,0,0,10,21,:25:17:4:26:29:23:0:3:42:35,,,,6.2,,,
1222,INGENIERIA CIVIL INFORMATICA,26,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:3:42:13:18,,,,6.2,,,
1224,INGENIERIA CIVIL INFORMATICA,24,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:3:42:7:35,,,,6.2,,,
1225,INGENIERIA CIVIL INFORMATICA,13,0,0,0,8,8,:25:17:4:26:23:22:10:3,,,,6.2,,,
1226,INGENIERIA CIVIL INFORMATICA,30,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:35,,,,6.2,,,
1227,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.2,,,
1228,INGENIERIA CIVIL INFORMATICA,29,0,0,0,14,17,:25:17:4:26:29:23:0:3:42:7:32:13:18:35,,,,6.2,,,
1229,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.2,,,
1230,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.2,,,
1231,INGENIERIA INDUSTRIAL,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.2,,,
1232,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,6.3,,,
1233,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:7,,,,6.3,,,
1234,INGENIERIA CIVIL INFORMATICA,27,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:3:42:7:32:13,,,,6.3,,,
1235,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,6.3,,,
1236,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,6.3,,,
1238,INGENIERIA CIVIL INFORMATICA,12,0,0,0,8,8,:25:17:4:26:29:0:22:10,,,,6.4,,,
1242,INGENIERIA EN COMPUTACION E INFORMATICA,11,0,0,0,7,9,:25:17:4:26:23:0:10,,,,6.4,,,
1243,INGENIERIA INDUSTRIAL,26,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:3:42:32:13,,,,6.4,,,
1245,INGENIERIA CIVIL INDUSTRIAL,30,0,0,0,19,28,:25:25:17:17:4:4:26:26:29:29:23:23:0:0:22:22:10:10:3,,,,6.4,,,
1246,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.4,,,
1247,INGENIERIA CIVIL INFORMATICA,12,0,0,0,7,24,:25:17:4:26:29:23:22,,,,6.4,,,
1248,INGENIERIA CIVIL INFORMATICA,8,0,0,0,4,12,:25:4:23:42,,,,6.4,,,
1249,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,6.4,,,
1250,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.4,,,
1251,INGENIERIA EN COMPUTACION E INFORMATICA,5,0,0,0,4,12,:25:17:4:29,,,,6.4,,,
1252,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.4,,,
1253,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.4,,,
1254,INGENIERIA EN COMPUTACION E INFORMATICA,13,0,0,0,9,7,:25:17:4:26:29:0:22:10:7,,,,6.4,,,
1255,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.4,,,
